"NUM","PAYS","PROV","ZS","POP","NUMSEM","DEBUTSEM","MALADIE","C328TNN","DTNN","C011MOIS","D011MOIS","C1259MOIS","D1259MOIS","C515ANS","D515ANS","CP15ANS","DP15ANS","TOTALCAS","TOTALDECES","LETAL","ATTAQ"
"RDCHLMLG013","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,13,2022-03-28,"PALUDISME SUSP ",0,0,87,0,436,0,107,0,281,0,911,0,0,476.5
"RDCHLMLG013","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,13,2022-03-28,"PALUDISME CONF ",0,0,79,2,401,2,91,0,247,0,818,4,0,427.8
"RDCHLMLG013","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,13,2022-03-28,"TNN            ",NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,100,0.5
"RDCHLMLG013","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,13,2022-03-28,"ROUGEOLE       ",NA,NA,42,0,324,2,39,0,1,0,406,2,0,212.3
"RDCHLMLG013","RDC","HAUT-LOMAMI   ","MULONGO        ",191198,13,2022-03-28,"PNEUMONIE      ",NA,0,14,0,29,0,0,0,0,0,43,0,0,22.5
"RDCHLKIT013","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,13,2022-03-28,"IRA            ",NA,NA,129,0,198,0,97,0,115,0,539,0,0,227.7
"RDCHLKIT013","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,13,2022-03-28,"PALUDISME SUSP ",NA,NA,217,0,312,0,168,0,229,0,926,0,0,391.3
"RDCHLKIT013","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,13,2022-03-28,"PALUDISME CONF ",NA,NA,209,0,318,0,168,2,229,0,924,2,0,390.4
"RDCHLKIT013","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,13,2022-03-28,"ROUGEOLE       ",NA,NA,1,0,4,0,0,0,0,0,5,0,0,2.1
"RDCHLKIT013","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,13,2022-03-28,"PNEUMONIE      ",NA,NA,41,0,40,0,18,0,15,0,114,0,0,48.2
"RDCHLKBD013","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,13,2022-03-28,"DIARR SANGLANTE",NA,NA,0,0,0,0,1,0,0,0,1,0,0,0.5
"RDCHLKBD013","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,13,2022-03-28,"FIEVRE JAUNE   ",NA,NA,0,0,0,0,1,0,0,0,1,0,0,0.5
"RDCHLKBD013","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,13,2022-03-28,"FIEVRE TYPHOIDE",NA,NA,0,0,0,0,3,0,3,0,6,0,0,3.2
"RDCHLKBD013","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,13,2022-03-28,"IRA            ",NA,NA,78,0,128,0,82,0,112,0,400,0,0,214.6
"RDCHLKBD013","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,13,2022-03-28,"MENINGITE      ",NA,NA,0,0,2,0,0,0,0,0,2,0,0,1.1
"RDCHLKBD013","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,13,2022-03-28,"PALUDISME SUSP ",NA,NA,210,0,464,0,354,0,396,0,1424,0,0,764.1
"RDCHLKBD013","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,13,2022-03-28,"PALUDISME CONF ",NA,NA,16,0,59,0,30,0,91,0,196,0,0,105.2
"RDCHLKBD013","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,13,2022-03-28,"ROUGEOLE       ",NA,NA,1,1,10,0,0,0,0,0,11,1,9,5.9
"RDCHLKBD013","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,13,2022-03-28,"PNEUMONIE      ",NA,NA,10,0,24,0,13,0,12,0,59,0,0,31.7
"RDCHLKYB013","RDC","HAUT-LOMAMI   ","KAYAMBA        ",97817,13,2022-03-28,"PALUDISME SUSP ",NA,0,72,0,126,0,104,0,79,0,381,0,0,389.5
"RDCHLKYB013","RDC","HAUT-LOMAMI   ","KAYAMBA        ",97817,13,2022-03-28,"PALUDISME CONF ",NA,NA,72,0,126,0,104,0,79,0,381,0,0,389.5
"RDCHLKYB013","RDC","HAUT-LOMAMI   ","KAYAMBA        ",97817,13,2022-03-28,"PNEUMONIE      ",NA,NA,5,0,11,0,8,0,6,0,30,0,0,30.7
"RDCHLKYB013","RDC","HAUT-LOMAMI   ","KAYAMBA        ",97817,13,2022-03-28,"IRA            ",NA,0,29,0,83,0,53,0,38,0,203,0,0,207.5
"RDCHLBTB013","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,13,2022-03-28,"CHOLERA        ",NA,NA,0,0,0,0,1,0,1,0,2,0,0,1.4
"RDCHLBTB013","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,13,2022-03-28,"DIARR SANGLANTE",NA,NA,0,0,0,0,0,0,1,0,1,0,0,0.7
"RDCHLBTB013","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,13,2022-03-28,"FIEVRE TYPHOIDE",0,0,0,0,0,0,9,0,6,0,15,0,0,10.8
"RDCHLBTB013","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,13,2022-03-28,"IRA            ",NA,NA,64,0,76,0,35,0,27,0,202,0,0,145.7
"RDCHLBTB013","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,13,2022-03-28," PALUDISME SUSP",NA,NA,159,0,251,0,186,0,244,0,840,0,0,605.9
"RDCHLBTB013","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,13,2022-03-28,"PALUDISME CONF ",NA,NA,132,0,195,0,145,0,196,0,668,0,0,481.8
"RDCHLBTB013","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,13,2022-03-28,"ROUGEOLE       ",0,0,0,0,2,0,0,0,0,0,2,0,0,1.4
"RDCHLBTB013","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,13,2022-03-28,"PNEUMONIE      ",NA,NA,13,0,10,0,16,0,1,0,40,0,0,28.9
"RDCHLKNM013","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,13,2022-03-28,"DIARR SANGLANTE",NA,NA,0,0,0,0,0,0,1,0,1,0,0,0.5
"RDCHLKNM013","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,13,2022-03-28,"FIEVRE TYPHOIDE",NA,NA,3,0,11,0,12,0,26,0,52,0,0,24.9
"RDCHLKNM013","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,13,2022-03-28,"IRA            ",NA,NA,108,0,135,0,91,0,100,0,434,0,0,207.8
"RDCHLKNM013","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,13,2022-03-28,"PALUDISME SUSP ",NA,NA,159,0,234,0,153,0,150,0,696,0,0,333.2
"RDCHLKNM013","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,13,2022-03-28,"PALUDISME CONF ",NA,NA,46,0,45,0,33,0,124,0,248,0,0,118.7
"RDCHLKNM013","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,13,2022-03-28,"PFA            ",NA,NA,0,0,1,0,0,0,0,0,1,0,0,0.5
"RDCHLKNM013","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,13,2022-03-28,"TNN            ",NA,NA,1,1,0,0,0,0,0,0,1,1,100,0.5
"RDCHLKNM013","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,13,2022-03-28,"PNEUMONIE      ",NA,NA,10,0,11,0,8,0,12,0,41,0,0,19.6
"RDCHLMLB013","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,13,2022-03-28,"DECES MATERNELS",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,100,0.5
"RDCHLMLB013","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,13,2022-03-28,"FIEVRE TYPHOIDE",NA,NA,0,0,1,0,1,0,4,0,6,0,0,3
"RDCHLMLB013","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,13,2022-03-28,"IRA            ",NA,NA,206,0,349,0,193,0,211,0,959,0,0,482.1
"RDCHLMLB013","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,13,2022-03-28,"PNEUMONIE      ",NA,NA,37,0,63,0,34,0,20,0,154,0,0,77.4
"RDCHLMLB013","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,13,2022-03-28,"PALUDISME SUSP ",NA,NA,327,0,503,0,335,0,431,0,1596,0,0,802.3
"RDCHLMLB013","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,13,2022-03-28,"PALUDISME CONF ",NA,NA,241,1,396,0,253,0,328,0,1218,1,0,612.3
"RDCHLMLB013","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,13,2022-03-28,"ROUGEOLE       ",NA,NA,25,0,51,1,13,0,30,0,119,1,1,59.8
"RDCHLMLB013","RDC","HAUT-LOMAMI   ","MALEMBA-NKULU  ",198921,13,2022-03-28,"PFA            ",NA,NA,0,0,1,0,0,0,0,0,1,0,0,0.5
"RDCHLBKM013","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,13,2022-03-28,"IRA            ",NA,NA,157,0,301,0,160,0,160,0,778,0,0,316.5
"RDCHLBKM013","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,13,2022-03-28,"FIEVRE TYPHOIDE",NA,NA,0,0,0,0,1,0,1,0,2,0,0,0.8
"RDCHLBKM013","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,13,2022-03-28,"PALUDISME SUSP ",NA,NA,314,0,815,0,559,0,463,0,2151,0,0,875.2
"RDCHLBKM013","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,13,2022-03-28,"PALUDISME CONF ",NA,NA,214,NA,604,0,405,0,329,0,1552,0,0,631.5
"RDCHLBKM013","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,13,2022-03-28,"PNEUMONIE      ",NA,NA,12,0,19,0,7,0,6,0,44,0,0,17.9
"RDCHLBKM013","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,13,2022-03-28,"CHOLERA        ",NA,NA,0,0,0,0,1,0,6,0,7,0,0,2.8
"RDCHLBKM013","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,13,2022-03-28,"MENINGITE      ",NA,NA,0,0,3,0,0,0,0,0,3,0,0,1.2
"RDCHLBKM013","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,13,2022-03-28,"ROUGEOLE       ",NA,NA,0,0,29,0,1,0,0,0,30,0,0,12.2
"RDCHLMKG013","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,13,2022-03-28,"CHOLERA        ",NA,NA,0,0,9,0,5,0,7,3,21,3,14,9.4
"RDCHLMKG013","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,13,2022-03-28,"DIARR SANGLANTE",NA,NA,0,0,1,0,2,0,1,0,4,0,0,1.8
"RDCHLMKG013","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,13,2022-03-28,"PALUDISME SUSP ",NA,NA,210,0,526,0,309,0,260,0,1305,0,0,582
"RDCHLMKG013","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,13,2022-03-28,"PALUDISME CONF ",NA,NA,136,3,378,1,216,1,212,0,942,5,1,420.1
"RDCHLMKG013","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,13,2022-03-28,"IRA            ",NA,NA,84,0,220,0,109,0,109,0,522,0,0,232.8
"RDCHLMKG013","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,13,2022-03-28,"PNEUMONIE      ",NA,NA,3,0,11,1,3,0,2,0,19,1,5,8.5
"RDCHLMKG013","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,13,2022-03-28,"PFA            ",NA,NA,0,0,1,0,0,0,0,0,1,0,0,0.4
"RDCHLMKG013","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,13,2022-03-28,"ROUGEOLE       ",NA,NA,0,0,2,0,0,0,0,0,2,0,0,0.9
"RDCHLLWB013","RDC","HAUT-LOMAMI   ","LWAMBA         ",100863,13,2022-03-28,"PALUDISME SUSP ",NA,NA,147,0,325,0,149,0,242,0,863,0,0,855.6
"RDCHLLWB013","RDC","HAUT-LOMAMI   ","LWAMBA         ",100863,13,2022-03-28,"PALUDISME CONF ",NA,NA,108,0,276,1,123,0,194,0,701,1,0,695
"RDCHLLWB013","RDC","HAUT-LOMAMI   ","LWAMBA         ",100863,13,2022-03-28,"IRA            ",NA,NA,80,0,143,0,46,0,30,0,299,0,0,296.4
"RDCHLLWB013","RDC","HAUT-LOMAMI   ","LWAMBA         ",100863,13,2022-03-28,"PNEUMONIE      ",NA,NA,22,0,43,0,4,0,8,0,77,0,0,76.3
"RDCHLLWB013","RDC","HAUT-LOMAMI   ","LWAMBA         ",100863,13,2022-03-28,"ROUGEOLE       ",NA,NA,2,0,13,0,0,0,0,0,15,0,0,14.9
"RDCHLKIN013","RDC","HAUT-LOMAMI   ","KINDA          ",61640,13,2022-03-28,"PALUDISME SUSP ",NA,NA,76,0,147,0,65,0,78,0,366,0,0,593.8
"RDCHLKIN013","RDC","HAUT-LOMAMI   ","KINDA          ",61640,13,2022-03-28,"PALUDISME CONF ",NA,NA,5,0,8,0,3,1,12,0,28,1,4,45.4
"RDCHLKIN013","RDC","HAUT-LOMAMI   ","KINDA          ",61640,13,2022-03-28,"IRA            ",NA,NA,57,0,70,0,33,0,49,0,209,0,0,339.1
"RDCHLKIN013","RDC","HAUT-LOMAMI   ","KINDA          ",61640,13,2022-03-28,"PNEUMONIE      ",NA,NA,4,0,6,0,2,0,2,2,14,2,14,22.7
"RDCHLKIN013","RDC","HAUT-LOMAMI   ","KINDA          ",61640,13,2022-03-28,"PFA            ",NA,NA,0,0,2,0,0,0,0,0,2,0,0,3.2
"RDCHLMKG013","RDC","HAUT-LOMAMI   ","MUKANGA        ",224231,13,2022-03-28,"DECES MATERNELS",NA,NA,0,0,0,0,0,0,1,1,1,1,100,0.4
"RDCHLKIT013","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,13,2022-03-28,"PFA            ",NA,NA,0,0,1,0,0,0,0,0,1,0,0,0.4
"RDCHL0BAK01","RDC","HAUT-LOMAMI   ","BAKA           ",10682,1,2022-01-03,"IRA            ",NA,NA,0,0,4,0,2,0,0,0,6,0,0,56.2
"RDCHL0BAK01","RDC","HAUT-LOMAMI   ","BAKA           ",10682,1,2022-01-03,"PALUDISME CONF ",NA,NA,0,0,10,0,11,0,13,0,34,0,0,318.3
"RDCHL0BAK01","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,1,2022-01-03,"CHOLERA        ",NA,NA,0,0,6,0,7,0,16,0,29,0,0,11.8
"RDCHL0BAK01","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,1,2022-01-03,"FIEVRE TYPHOIDE",NA,NA,0,0,5,0,4,0,12,0,21,0,0,8.5
"RDCHL0BAK01","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,1,2022-01-03,"IRA            ",NA,NA,165,0,332,0,191,0,183,0,871,0,0,354.4
"RDCHL0BAK01","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,1,2022-01-03,"PALUDISME SUSP ",NA,NA,200,0,653,0,398,0,426,0,1677,0,0,682.3
"RDCHL0BAK01","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,1,2022-01-03,"PALUDISME CONF ",NA,NA,37,0,110,0,83,0,107,0,337,0,0,137.1
"RDCHL0BAK01","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,1,2022-01-03,"PFA            ",NA,NA,0,0,2,0,0,0,0,0,2,0,0,0.8
"RDCHL0BAK01","RDC","HAUT-LOMAMI   ","BUKAMA         ",245780,1,2022-01-03,"PNEUMONIE      ",NA,NA,9,0,13,0,5,0,6,0,33,0,0,13.4
"RDCHL0BAK01","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,1,2022-01-03,"CHOLERA        ",NA,NA,0,0,8,0,12,0,10,0,30,0,0,21.6
"RDCHL0BAK01","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,1,2022-01-03,"FIEVRE TYPHOIDE",NA,NA,0,0,0,0,2,0,0,0,2,0,0,1.4
"RDCHL0BAK01","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,1,2022-01-03,"IRA            ",NA,NA,35,0,49,0,25,0,31,0,140,0,0,101
"RDCHL0BAK01","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,1,2022-01-03,"PALUDISME SUSP ",NA,NA,81,1,166,0,101,0,150,0,498,1,0,359.2
"RDCHL0BUT01","RDC","HAUT-LOMAMI   ","BUTUMBA        ",138648,1,2022-01-03,"PNEUMONIE      ",NA,NA,3,0,1,0,0,0,0,0,4,0,0,2.9
"RDCHL0KBD01","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,1,2022-01-03,"CHOLERA        ",NA,NA,0,0,3,0,0,0,3,0,6,0,0,3.2
"RDCHL0KBD01","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,1,2022-01-03,"DIARR SANGLANTE",NA,NA,1,0,0,0,0,0,0,0,1,0,0,0.5
"RDCHL0KBD01","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,1,2022-01-03,"FIEVRE TYPHOIDE",NA,NA,0,0,0,0,1,0,8,0,9,0,0,4.8
"RDCHL0KBD01","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,1,2022-01-03,"IRA            ",NA,NA,75,0,97,0,50,0,69,0,291,0,0,156.1
"RDCHL0KBD01","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,1,2022-01-03,"PALUDISME SUSP ",NA,NA,161,0,356,0,266,0,407,0,1190,0,0,638.5
"RDCHL0KBD01","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,1,2022-01-03,"PALUDISME CONF ",NA,NA,16,0,38,1,20,0,16,0,90,1,1,48.3
"RDCHL0KBD01","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,1,2022-01-03,"ROUGEOLE       ",NA,NA,1,0,3,0,0,0,0,0,4,0,0,2.1
"RDCHL0KBD01","RDC","HAUT-LOMAMI   ","KABONDO-DIANDA ",186372,1,2022-01-03,"PNEUMONIE      ",NA,NA,22,0,31,0,10,0,14,0,77,0,0,41.3
"RDCHL0KBG01","RDC","HAUT-LOMAMI   ","KABONGO        ",230602,1,2022-01-03,"FIEVRE TYPHOIDE",NA,NA,0,0,0,0,2,0,0,0,2,0,0,0.9
"RDCHL0KBG01","RDC","HAUT-LOMAMI   ","KABONGO        ",230602,1,2022-01-03,"IRA            ",NA,NA,119,0,136,0,85,0,38,0,378,0,0,163.9
"RDCHL0KBG01","RDC","HAUT-LOMAMI   ","KABONGO        ",230602,1,2022-01-03,"PALUDISME SUSP ",NA,NA,184,0,196,0,75,0,124,0,579,0,0,251.1
"RDCHL0KBG01","RDC","HAUT-LOMAMI   ","KABONGO        ",230602,1,2022-01-03,"PALUDISME CONF ",NA,NA,48,0,23,0,18,0,22,0,111,0,0,48.1
"RDCHL0KMN01","RDC","HAUT-LOMAMI   ","KAMINA         ",225373,1,2022-01-03,"COVID-19       ",NA,NA,0,0,0,0,1,0,32,0,33,0,0,14.6
"RDCHL0KMN01","RDC","HAUT-LOMAMI   ","KAMINA         ",225373,1,2022-01-03,"FIEVRE TYPHOIDE",NA,NA,0,0,10,0,21,0,58,0,89,0,0,39.5
"RDCHL0KMN01","RDC","HAUT-LOMAMI   ","KAMINA         ",225373,1,2022-01-03,"IRA            ",NA,NA,89,0,118,0,83,0,127,0,417,0,0,185
"RDCHL0KMN01","RDC","HAUT-LOMAMI   ","KAMINA         ",225373,1,2022-01-03,"PALUDISME SUSP ",NA,NA,153,0,267,0,183,0,368,0,971,0,0,430.8
"RDCHL0KMN01","RDC","HAUT-LOMAMI   ","KAMINA         ",225373,1,2022-01-03,"PALUDISME CONF ",NA,NA,23,1,33,0,22,0,66,0,144,1,1,63.9
"RDCHL0KNM01","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,1,2022-01-03,"FIEVRE TYPHOIDE",NA,NA,3,0,7,0,10,0,30,0,50,0,0,23.9
"RDCHL0KNM01","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,1,2022-01-03,"IRA            ",NA,NA,101,0,96,0,97,0,93,0,387,0,0,185.3
"RDCHL0KNM01","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,1,2022-01-03,"MENINGITE      ",NA,NA,1,0,0,0,0,0,0,0,1,0,0,0.5
"RDCHL0KNM01","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,1,2022-01-03,"PALUDISME SUSP ",NA,NA,119,0,174,0,170,0,208,0,671,0,0,321.3
"RDCHL0KNM01","RDC","HAUT-LOMAMI   ","KANIAMA        ",208864,1,2022-01-03,"PALUDISME CONF ",NA,NA,16,0,36,0,30,0,17,0,99,0,0,47.4
"RDCHL0KYB01","RDC","HAUT-LOMAMI   ","KAYAMBA        ",97817,1,2022-01-03,"IRA            ",NA,NA,67,0,87,0,52,0,36,0,242,0,0,247.4
"RDCHL0KYB01","RDC","HAUT-LOMAMI   ","KAYAMBA        ",97817,1,2022-01-03,"PALUDISME SUSP ",NA,NA,231,0,127,0,125,0,0,0,483,0,0,493.8
"RDCHL0KYB01","RDC","HAUT-LOMAMI   ","KAYAMBA        ",97817,1,2022-01-03,"PALUDISME CONF ",NA,NA,0,0,6,0,13,0,0,0,19,0,0,19.4
"RDCHL0KYB01","RDC","HAUT-LOMAMI   ","KAYAMBA        ",97817,1,2022-01-03,"PFA            ",NA,NA,0,0,2,0,0,0,0,0,2,0,0,2
"RDCHL0KYB01","RDC","HAUT-LOMAMI   ","KAYAMBA        ",97817,1,2022-01-03,"PNEUMONIE      ",NA,NA,2,0,5,0,2,0,6,0,15,0,0,15.3
"RDCHL0KIN01","RDC","HAUT-LOMAMI   ","KINDA          ",61640,1,2022-01-03,"FIEVRE JAUNE   ",NA,NA,0,0,0,0,1,0,0,0,1,0,0,1.6
"RDCHL0KIN01","RDC","HAUT-LOMAMI   ","KINDA          ",61640,1,2022-01-03,"FIEVRE TYPHOIDE",NA,NA,0,0,1,0,0,0,5,0,6,0,0,9.7
"RDCHL0KIN01","RDC","HAUT-LOMAMI   ","KINDA          ",61640,1,2022-01-03,"IRA            ",NA,NA,96,0,112,0,84,0,108,0,400,0,0,648.9
"RDCHL0KIN01","RDC","HAUT-LOMAMI   ","KINDA          ",61640,1,2022-01-03,"PALUDISME SUSP ",NA,NA,132,0,167,0,78,0,90,0,467,0,0,757.6
"RDCHL0KIN01","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,1,2022-01-03,"CHOLERA        ",NA,NA,0,0,3,1,4,0,5,0,12,1,8,5
"RDCHL0KIN01","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,1,2022-01-03,"DIARR SANGLANTE",NA,NA,0,0,5,0,11,0,9,0,25,0,0,10.3
"RDCHL0KIN01","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,1,2022-01-03,"FIEVRE TYPHOIDE",NA,NA,0,0,0,0,0,0,4,0,4,0,0,1.7
"RDCHL0KIN01","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,1,2022-01-03,"IRA            ",NA,NA,70,0,140,0,129,0,112,0,451,0,0,186.2
"RDCHL0KIN01","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,1,2022-01-03,"MENINGITE      ",NA,NA,1,0,1,0,0,0,0,0,2,0,0,0.8
"RDCHL0KIN01","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,1,2022-01-03,"PALUDISME SUSP ",NA,NA,133,0,353,0,232,0,275,0,993,0,0,410.1
"RDCHL0KIN01","RDC","HAUT-LOMAMI   ","KINKONDJA      ",242153,1,2022-01-03,"PNEUMONIE      ",NA,NA,25,0,33,0,7,0,24,0,89,0,0,36.8
"RDCHL0KIT01","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,1,2022-01-03,"FIEVRE JAUNE   ",NA,NA,0,0,1,0,0,0,0,0,1,0,0,0.4
"RDCHL0KIT01","RDC","HAUT-LOMAMI   ","KITENGE        ",236666,1,2022-01-03,"IRA            ",NA,NA,144,0,168,0,89,0,114,0,515,0,0,217.6
